index,id,name_of_work,content,source
994,poem_sum:poemsum_train.csv:1422,Evening Song by Willa Cather,"Dear love, what thing of all the things that be Is ever worth one thought from you or me, Save only Love, Save only Love?
The days so short, the nights so quick to flee, The world so wide, so deep and dark the sea, So dark the sea; So far the suns and every listless star, Beyond their light—Ah! dear, who knows how far, Who knows how far? One thing of all dim things I know is true, The heart within me knows, and tells it you, And tells it you. So blind is life, so long at last is sleep, And none but Love to bid us laugh or weep, And none but Love, And none but Love.",poem_sum
995,45924,VIST Story 45924,this red one was pretty similar to the blue one but was a little brighter .,vist
996,46028,VIST Story 46028,we went on a tour in location and saw some really interesting people there .,vist
997,poem_sum:poemsum_train.csv:777,My Lost Youth by Henry Wadsworth Longfellow,"Often I think of the beautiful town
That is seated by the sea;
Often in thought go up and down
The pleasant streets of that dear old town,
And my youth comes back to me.
And a verse of a Lapland song
Is haunting my memory still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I can see the shadowy lines of its trees,
And catch, in sudden gleams,
The sheen of the far-surrounding seas,
And islands that were the Hesperides
Of all my boyish dreams.
And the burden of that old song,
It murmurs and whispers still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I remember the black wharves and the slips,
And the sea-tides tossing free;
And Spanish sailors with bearded lips,
And the beauty and mystery of the ships,
And the magic of the sea.
And the voice of that wayward song
Is singing and saying still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I remember the bulwarks by the shore,
And the fort upon the hill;
The sunrise gun, with its hollow roar,
The drum-beat repeated o'er and o'er,
And the bugle wild and shrill.
And the music of that old song
Throbs in my memory still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I remember the sea-fight far away,
How it thundered o'er the tide!
And the dead captains, as they lay
In their graves, o'erlooking the tranquil bay,
Where they in battle died.
And the sound of that mournful song
Goes through me with a thrill:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I can see the breezy dome of groves,
The shadows of Deering's Woods;
And the friendships old and the early loves
Come back with a Sabbath sound, as of doves
In quiet neighborhoods.
And the verse of that sweet old song,
It flutters and murmurs still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
I remember the gleams and glooms that dart
Across the school-boy's brain;
The song and the silence in the heart,
That in part are prophecies, and in part
Are longings wild and vain.
And the voice of that fitful song
Sings on, and is never still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
There are things of which I may not speak;
There are dreams that cannot die;
There are thoughts that make the strong heart weak,
And bring a pallor into the cheek,
And a mist before the eye.
And the words of that fatal song
Come over me like a chill:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
Strange to me now are the forms I meet
When I visit the dear old town;
But the native air is pure and sweet,
And the trees that o'ershadow each well-known street,
As they balance up and down,
Are singing the beautiful song,
Are sighing and whispering still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""
And Deering's Woods are fresh and fair,
And with joy that is almost pain
My heart goes back to wander there,
And among the dreams of the days that were,
I find my lost youth again.
And the strange and beautiful song,
The groves are repeating it still:
""A boy's will is the wind's will,
And the thoughts of youth are long, long thoughts.""",poem_sum
998,46007,VIST Story 46007,various races and religions joined in .,vist
999,poem_sum:poemsum_train.csv:1676,The Yellow Dot by Robert Bly,"God does what she wants. She has very large
Tractors. She lives at night in the sewing room
Doing stitchery. Then chunks of land at mid-
Sea disappear. The husband knows that his wife
Is still breathing. God has arranged the open
Grave. That grave is not what we want,
But to God it’s a tiny hole, and he has
The needle, draws thread through it, and soon
A nice pattern appears. The husband cries,
“Don’t let her die!” But God says, “I
Need a yellow dot here, near the mailbox.”

The husband is angry. But the turbulent ocean
Is like a chicken scratching for seeds. It doesn’t
Mean anything, and the chicken’s claws will tear
A Rembrandt drawing if you put it down",poem_sum
1000,poem_sum:poemsum_train.csv:114,Poem for Passengers by Matthew Zapruder,"Like all strangers who temporarily
find themselves moving in the same direction
we look out the window
without really seeing or down at our phones
trying to catch the dying signal
then the famous lonesome whistle
so many singers have sung about
blows and our bodies shudder
soon we pick up speed
and pass the abandoned factories
there has lately been so much conversation about
through broken windows they stare 
asking us to decide
but we fall asleep next to each other
riding into the tunnel
sharing without knowing the same dream
in it we are carrying something
an empty casket somehow so heavy
only together can we carry it
over a bridge in the snow
emerging suddenly into the light
we wake and open our laptops
or a book about murder
or a glossy magazine
though we are mostly awake
part of us still goes on solving 
problems so great they cannot be named
even once we have reached our destination
and disembark into whatever weather
for a long time there is a compartment
within us filled with analog silence
inside us the dream goes on and on",poem_sum
1001,45951,VIST Story 45951,"finally , it comes free and the workers can move on to the next step .",vist
1002,poem_sum:poemsum_train.csv:218,Prairie Spring by Willa Cather,"Evening and the flat land,
Rich and sombre and always silent;
The miles of fresh-plowed soil,
Heavy and black, full of strength and harshness;
The growing wheat, the growing weeds,
The toiling horses, the tired men;
The long empty roads,
Sullen fires of sunset, fading,
The eternal, unresponsive sky.
Against all this, Youth,
Flaming like the wild roses,
Singing like the larks over the plowed fields,
Flashing like a star out of the twilight;
Youth with its insupportable sweetness,
Its fierce necessity,
Its sharp desire,
Singing and singing,
Out of the lips of silence,
Out of the earthy dusk.",poem_sum
1003,poem_sum:poemsum_train.csv:1302,To the Moon by Percy Bysshe Shelley,"I
Art thou pale for weariness
Of climbing heaven and gazing on the earth,
Wandering companionless
Among the stars that have a different birth, —
And ever changing, like a joyless eye
That finds no object worth its constancy?
II
Thou chosen sister of the Spirit,
That gazes on thee till in thee it pities ...",poem_sum
1004,45767,VIST Story 45767,i also made sure to pack lunch .,vist
1005,45532,VIST Story 45532,some books even talk about location .,vist
1006,45826,VIST Story 45826,well we are off to the park .,vist
1007,poem_sum:poemsum_train.csv:794,The Sea is History by Derek Walcott,"Where are your monuments, your battles, martyrs?
Where is your tribal memory? Sirs,
in that grey vault. The sea. The sea
has locked them up. The sea is History.

First, there was the heaving oil,
heavy as chaos;
then, like a light at the end of a tunnel,

the lantern of a caravel,
and that was Genesis.
Then there were the packed cries,
the shit, the moaning:

Exodus.
Bone soldered by coral to bone,
mosaics
mantled by the benediction of the shark's shadow,

that was the Ark of the Covenant.
Then came from the plucked wires
of sunlight on the sea floor

the plangent harps of the Babylonian bondage,
as the white cowries clustered like manacles
on the drowned women,

and those were the ivory bracelets
of the Song of Solomon,
but the ocean kept turning blank pages

looking for History.
Then came the men with eyes heavy as anchors
who sank without tombs,

brigands who barbecued cattle,
leaving their charred ribs like palm leaves on the shore,
then the foaming, rabid maw

of the tidal wave swallowing Port Royal,
and that was Jonah,
but where is your Renaissance?

Sir, it is locked in them sea-sands
out there past the reef's moiling shelf,
where the men-o'-war floated down;

strop on these goggles, I'll guide you there myself.
It's all subtle and submarine,
through colonnades of coral,

past the gothic windows of sea-fans
to where the crusty grouper, onyx-eyed,
blinks, weighted by its jewels, like a bald queen;

and these groined caves with barnacles
pitted like stone
are our cathedrals,

and the furnace before the hurricanes:
Gomorrah. Bones ground by windmills
into marl and cornmeal,

and that was Lamentations—
that was just Lamentations,
it was not History;

then came, like scum on the river's drying lip,
the brown reeds of villages
mantling and congealing into towns,

and at evening, the midges' choirs,
and above them, the spires
lancing the side of God

as His son set, and that was the New Testament.

Then came the white sisters clapping
to the waves' progress,
and that was Emancipation—

jubilation, O jubilation—
vanishing swiftly
as the sea's lace dries in the sun,

but that was not History,
that was only faith,
and then each rock broke into its own nation;

then came the synod of flies,
then came the secretarial heron,
then came the bullfrog bellowing for a vote,

fireflies with bright ideas
and bats like jetting ambassadors
and the mantis, like khaki police,

and the furred caterpillars of judges
examining each case closely,
and then in the dark ears of ferns

and in the salt chuckle of rocks
with their sea pools, there was the sound
like a rumour without any echo

of History, really beginning.",poem_sum
