id,dataset_type,name_of_work,content,source
story_0562,story,VIST Story 49060,we had a great time at the event we got to hear the speech there was free wine everyone had such a good time and even [male] spoke about the future,vist:test.story-in-sequence.json:story_49060
story_0563,story,VIST Story 47292,"it was a sunny afternoon , and we had planned to check out the parade . mom and baby were both dressed up festively . we had a lot of fun watching all of the floats and cars go by . i loved the antique fire truck that we saw . afterward we and the rest of the crowd dispersed and headed home .",vist:test.story-in-sequence.json:story_47292
story_0564,story,VIST Story 48763,"he showed off his amazing , but slightly creepy tattoos right after he got to the party . the live entertainment they had hired was great . the lights at the party were strange , but mesmerizing . he caught her in a corner and begged for a kiss . after the party , they were startled to discover that there was something going on with the police involved .",vist:test.story-in-sequence.json:story_48763
story_0565,story,VIST Story 48861,we 're happy to announce the arrival of baby [male] ! a proud mom with a sleeping baby [male] . dad also helped out on the naptime . with mixed results ! dad still needs to work on his nap skills . aunt [female] stepped in to save the day .,vist:test.story-in-sequence.json:story_48861
story_0566,story,VIST Story 47014,people rode their bikes to the festival . it was very crowded . there were characters and people in costumes . they posed for the fans . the festival continued into the evening .,vist:test.story-in-sequence.json:story_47014
story_0567,story,VIST Story 47677,we took a train into the city for the rally . it was to be held tomorrow but preparations were already underway . here we are walking to the heart of the protest . the crowd was passionate yet peaceful . the turnout was huge thanks to social media .,vist:test.story-in-sequence.json:story_47677
story_0568,story,VIST Story 48948,"the grill was fired up and ready . it was a great day for a party . potato salad was just one of the delicious treats ! by the time night fell , they were ready to relax in the sand . even the dog came out to have a little party time of his own .",vist:test.story-in-sequence.json:story_48948
story_0569,story,VIST Story 49023,"people crowded around to watch the parade . one float in particular , caught everyone 's attention . they ran over to it to see what was going on and to take pictures . it got so bad that people had to start pushing others out of the way just to get a look at it .",vist:test.story-in-sequence.json:story_49023
story_0570,story,VIST Story 47631,"you come down the road through this neighborhood . in this house , a mother is juggling inside the kitchen . two old women , on the outside deck , also try to juggle . a look of one old woman juggling a green and blue ball . a look of the second old woman juggling a green ball .",vist:test.story-in-sequence.json:story_47631
story_0571,story,VIST Story 46695,my girlfriend really like a cat as her pet and she is very artistic.. this is the place where we express our feelings in the way of art . this jacky taking a pose on our art room . my self wanted to say something . also [female] our belly dancer take a pose on our art room .,vist:test.story-in-sequence.json:story_46695
story_0572,story,VIST Story 46835,fans of anime and video games sometimes like to dress up like their favorite characters . this type of fandom is called `` cos-play '' . costumes can be very ornate and expensive . they enjoy dressing up and then acting like their favorite characters . a lot of fans will have multiple costumes for different characters .,vist:test.story-in-sequence.json:story_46835
